number,opened_at,closed_at,incident_state,time,time_min,reassignment_count,reopen_count,sys_mod_count,impact,impact_ord,urgency,urgency_ord,knowledge,know_ord
INC0016590,2016-04-07 14:13:00,2016-04-13 12:59:00,Closed,5 days 22:46:00,8566.0,1,0,3,2 - Medium,2,2 - Medium,2,False,0
INC0016595,2016-04-07 14:19:00,2016-04-16 14:07:00,Closed,8 days 23:48:00,12948.0,1,0,4,2 - Medium,2,2 - Medium,2,False,0
INC0016597,2016-04-07 14:25:00,2016-04-16 12:07:00,Closed,8 days 21:42:00,12822.0,1,0,8,2 - Medium,2,2 - Medium,2,False,0
INC0016600,2016-04-07 14:30:00,2016-04-20 16:07:00,Closed,13 days 01:37:00,18817.0,2,0,8,2 - Medium,2,2 - Medium,2,False,0
INC0016601,2016-04-07 14:30:00,2016-04-13 13:59:00,Closed,5 days 23:29:00,8609.0,1,0,7,2 - Medium,2,2 - Medium,2,False,0
INC0016608,2016-04-07 14:42:00,2016-04-13 11:59:00,Closed,5 days 21:17:00,8477.0,0,0,3,2 - Medium,2,2 - Medium,2,False,0
INC0016609,2016-04-07 14:43:00,2016-04-12 15:59:00,Closed,5 days 01:16:00,7276.0,0,0,2,2 - Medium,2,2 - Medium,2,False,0
INC0016610,2016-04-07 14:44:00,2016-04-13 16:59:00,Closed,6 days 02:15:00,8775.0,0,0,2,2 - Medium,2,2 - Medium,2,False,0
INC0016611,2016-04-07 14:45:00,2016-04-12 15:59:00,Closed,5 days 01:14:00,7274.0,0,0,2,2 - Medium,2,2 - Medium,2,False,0
INC0016612,2016-04-07 14:46:00,2016-04-12 15:59:00,Closed,5 days 01:13:00,7273.0,1,0,4,2 - Medium,2,2 - Medium,2,False,0
INC0016613,2016-04-07 14:47:00,2016-04-16 11:07:00,Closed,8 days 20:20:00,12740.0,0,0,4,2 - Medium,2,2 - Medium,2,False,0
INC0016614,2016-04-07 14:50:00,2016-04-13 09:59:00,Closed,5 days 19:09:00,8349.0,2,0,9,2 - Medium,2,2 - Medium,2,False,0
INC0016615,2016-04-07 14:51:00,2016-04-17 13:07:00,Closed,9 days 22:16:00,14296.0,1,0,7,2 - Medium,2,2 - Medium,2,False,0
INC0016616,2016-04-07 14:54:00,2016-04-12 15:59:00,Closed,5 days 01:05:00,7265.0,1,0,4,2 - Medium,2,2 - Medium,2,False,0
INC0016617,2016-04-07 14:54:00,2016-04-12 16:59:00,Closed,5 days 02:05:00,7325.0,0,0,4,2 - Medium,2,2 - Medium,2,False,0
INC0016619,2016-04-07 14:56:00,2016-04-13 01:59:00,Closed,5 days 11:03:00,7863.0,2,0,12,2 - Medium,2,2 - Medium,2,False,0
INC0016620,2016-04-07 15:00:00,2016-04-16 15:07:00,Closed,9 days 00:07:00,12967.0,2,0,7,2 - Medium,2,2 - Medium,2,False,0
INC0016621,2016-04-07 15:01:00,2016-04-13 13:59:00,Closed,5 days 22:58:00,8578.0,0,0,4,2 - Medium,2,2 - Medium,2,False,0
INC0016622,2016-04-07 15:01:00,2016-04-17 15:07:00,Closed,10 days 00:06:00,14406.0,1,0,7,2 - Medium,2,2 - Medium,2,False,0
INC0016623,2016-04-07 15:03:00,2016-04-12 15:59:00,Closed,5 days 00:56:00,7256.0,0,0,4,2 - Medium,2,2 - Medium,2,False,0
INC0016624,2016-04-07 15:04:00,2016-04-16 10:07:00,Closed,8 days 19:03:00,12663.0,0,0,6,1 - High,1,1 - High,1,False,0
INC0016626,2016-04-07 15:05:00,2016-04-13 13:59:00,Closed,5 days 22:54:00,8574.0,0,0,5,2 - Medium,2,2 - Medium,2,False,0
INC0016629,2016-04-07 15:07:00,2016-04-16 12:07:00,Closed,8 days 21:00:00,12780.0,0,0,4,2 - Medium,2,2 - Medium,2,False,0
INC0016630,2016-04-07 15:08:00,2016-04-12 15:59:00,Closed,5 days 00:51:00,7251.0,0,0,3,2 - Medium,2,2 - Medium,2,False,0
INC0016632,2016-04-07 15:19:00,2016-04-13 11:59:00,Closed,5 days 20:40:00,8440.0,1,0,5,2 - Medium,2,2 - Medium,2,False,0
INC0016633,2016-04-07 15:21:00,2016-04-13 15:59:00,Closed,6 days 00:38:00,8678.0,1,0,3,2 - Medium,2,2 - Medium,2,False,0
INC0016635,2016-04-07 15:25:00,2016-04-13 17:59:00,Closed,6 days 02:34:00,8794.0,1,0,3,2 - Medium,2,2 - Medium,2,False,0
INC0016638,2016-04-07 15:29:00,2016-04-12 16:59:00,Closed,5 days 01:30:00,7290.0,1,0,3,2 - Medium,2,2 - Medium,2,False,0
INC0016639,2016-04-07 15:29:00,2016-04-12 17:59:00,Closed,5 days 02:30:00,7350.0,1,0,5,2 - Medium,2,2 - Medium,2,False,0
INC0016641,2016-04-07 15:31:00,2016-04-13 15:59:00,Closed,6 days 00:28:00,8668.0,0,0,3,2 - Medium,2,2 - Medium,2,False,0
INC0016642,2016-04-07 15:41:00,2016-04-12 15:59:00,Closed,5 days 00:18:00,7218.0,0,0,1,2 - Medium,2,2 - Medium,2,False,0
INC0016643,2016-04-07 15:41:00,2016-04-19 09:07:00,Closed,11 days 17:26:00,16886.0,0,0,6,2 - Medium,2,2 - Medium,2,False,0
INC0016644,2016-04-07 15:41:00,2016-04-18 16:14:00,Closed,11 days 00:33:00,15873.0,1,0,6,2 - Medium,2,2 - Medium,2,False,0
INC0016645,2016-04-07 15:42:00,2016-04-12 17:59:00,Closed,5 days 02:17:00,7337.0,1,0,3,2 - Medium,2,2 - Medium,2,False,0
INC0016646,2016-04-07 15:45:00,2016-04-12 15:59:00,Closed,5 days 00:14:00,7214.0,0,0,2,2 - Medium,2,2 - Medium,2,False,0
INC0016648,2016-04-07 15:47:00,2016-04-12 18:59:00,Closed,5 days 03:12:00,7392.0,0,1,7,2 - Medium,2,2 - Medium,2,False,0
INC0016649,2016-04-07 15:47:00,2016-04-12 16:59:00,Closed,5 days 01:12:00,7272.0,0,0,2,2 - Medium,2,2 - Medium,2,False,0
INC0016650,2016-04-07 15:54:00,2016-04-12 16:59:00,Closed,5 days 01:05:00,7265.0,0,0,2,2 - Medium,2,2 - Medium,2,False,0
INC0016651,2016-04-07 15:58:00,2016-04-12 16:59:00,Closed,5 days 01:01:00,7261.0,0,0,2,2 - Medium,2,2 - Medium,2,False,0
INC0016652,2016-04-07 15:58:00,2016-04-13 16:59:00,Closed,6 days 01:01:00,8701.0,2,0,9,2 - Medium,2,2 - Medium,2,False,0
INC0016653,2016-04-07 15:59:00,2016-04-12 16:59:00,Closed,5 days 01:00:00,7260.0,1,0,5,2 - Medium,2,2 - Medium,2,False,0
INC0016654,2016-04-07 16:00:00,2016-04-17 15:10:00,Closed,9 days 23:10:00,14350.0,2,0,8,2 - Medium,2,2 - Medium,2,False,0
INC0016655,2016-04-07 16:01:00,2016-04-16 08:07:00,Closed,8 days 16:06:00,12486.0,2,0,6,2 - Medium,2,2 - Medium,2,False,0
INC0016657,2016-04-07 16:02:00,2016-04-12 16:59:00,Closed,5 days 00:57:00,7257.0,0,0,2,2 - Medium,2,2 - Medium,2,False,0
INC0016658,2016-04-07 16:03:00,2016-04-16 11:07:00,Closed,8 days 19:04:00,12664.0,1,0,7,2 - Medium,2,2 - Medium,2,False,0
INC0016659,2016-04-07 16:05:00,2016-04-13 13:59:00,Closed,5 days 21:54:00,8514.0,1,0,6,2 - Medium,2,2 - Medium,2,False,0
INC0016660,2016-04-07 16:06:00,2016-04-16 12:07:00,Closed,8 days 20:01:00,12721.0,0,0,8,2 - Medium,2,2 - Medium,2,False,0
INC0016661,2016-04-07 16:08:00,2016-04-13 14:59:00,Closed,5 days 22:51:00,8571.0,0,0,5,2 - Medium,2,2 - Medium,2,False,0
INC0016662,2016-04-07 16:09:00,2016-04-12 17:59:00,Closed,5 days 01:50:00,7310.0,0,0,2,2 - Medium,2,2 - Medium,2,False,0
INC0016663,2016-04-07 16:11:00,2016-04-12 17:59:00,Closed,5 days 01:48:00,7308.0,0,0,2,2 - Medium,2,2 - Medium,2,False,0
INC0016664,2016-04-07 16:15:00,2016-05-02 18:07:00,Closed,25 days 01:52:00,36112.0,1,0,14,2 - Medium,2,2 - Medium,2,False,0
INC0016666,2016-04-07 16:16:00,2016-04-19 17:07:00,Closed,12 days 00:51:00,17331.0,0,0,5,2 - Medium,2,2 - Medium,2,False,0
INC0016667,2016-04-07 16:16:00,2016-04-13 16:59:00,Closed,6 days 00:43:00,8683.0,1,0,7,2 - Medium,2,2 - Medium,2,False,0
INC0016669,2016-04-07 16:21:00,2016-04-12 17:59:00,Closed,5 days 01:38:00,7298.0,1,0,4,2 - Medium,2,2 - Medium,2,False,0
INC0016671,2016-04-07 16:21:00,2016-04-12 17:59:00,Closed,5 days 01:38:00,7298.0,1,0,3,2 - Medium,2,2 - Medium,2,False,0
INC0016672,2016-04-07 16:23:00,2016-04-12 16:59:00,Closed,5 days 00:36:00,7236.0,0,0,3,2 - Medium,2,2 - Medium,2,False,0
INC0016673,2016-04-07 16:23:00,2016-04-12 16:59:00,Closed,5 days 00:36:00,7236.0,0,0,3,2 - Medium,2,2 - Medium,2,False,0
INC0016674,2016-04-07 16:25:00,2016-04-12 17:59:00,Closed,5 days 01:34:00,7294.0,1,0,3,2 - Medium,2,2 - Medium,2,False,0
INC0016675,2016-04-07 16:27:00,2016-04-16 20:10:00,Closed,9 days 03:43:00,13183.0,0,0,6,2 - Medium,2,2 - Medium,2,False,0
INC0016676,2016-04-07 16:27:00,2016-04-12 17:59:00,Closed,5 days 01:32:00,7292.0,0,0,2,2 - Medium,2,2 - Medium,2,False,0
INC0016678,2016-04-07 16:32:00,2016-04-17 11:07:00,Closed,9 days 18:35:00,14075.0,1,0,7,2 - Medium,2,2 - Medium,2,False,0
INC0016681,2016-04-07 16:38:00,2016-04-11 11:23:00,Closed,3 days 18:45:00,5445.0,0,0,14,2 - Medium,2,2 - Medium,2,False,0
INC0016682,2016-04-07 16:39:00,2016-04-12 16:59:00,Closed,5 days 00:20:00,7220.0,0,0,2,2 - Medium,2,2 - Medium,2,False,0
INC0016683,2016-04-07 16:42:00,2016-04-13 15:59:00,Closed,5 days 23:17:00,8597.0,2,0,7,2 - Medium,2,2 - Medium,2,False,0
INC0016686,2016-04-07 16:49:00,2016-04-16 09:07:00,Closed,8 days 16:18:00,12498.0,0,0,6,2 - Medium,2,2 - Medium,2,False,0
INC0016698,2016-04-07 17:05:00,2016-04-16 14:10:00,Closed,8 days 21:05:00,12785.0,2,0,7,2 - Medium,2,2 - Medium,2,False,0
INC0016699,2016-04-07 17:07:00,2016-04-12 17:59:00,Closed,5 days 00:52:00,7252.0,0,0,2,2 - Medium,2,2 - Medium,2,False,0
INC0016700,2016-04-07 17:10:00,2016-04-18 15:07:00,Closed,10 days 21:57:00,15717.0,1,0,10,2 - Medium,2,2 - Medium,2,False,0
INC0016701,2016-04-07 17:15:00,2016-04-12 17:59:00,Closed,5 days 00:44:00,7244.0,0,0,2,2 - Medium,2,2 - Medium,2,False,0
INC0016702,2016-04-07 17:19:00,2016-04-18 12:07:00,Closed,10 days 18:48:00,15528.0,1,0,5,2 - Medium,2,2 - Medium,2,False,0
INC0016703,2016-04-07 17:22:00,2016-04-17 11:10:00,Closed,9 days 17:48:00,14028.0,0,0,6,2 - Medium,2,2 - Medium,2,False,0
INC0016704,2016-04-07 17:25:00,2016-04-12 17:59:00,Closed,5 days 00:34:00,7234.0,0,0,2,2 - Medium,2,2 - Medium,2,False,0
INC0016707,2016-04-07 17:39:00,2016-04-12 17:59:00,Closed,5 days 00:20:00,7220.0,0,0,2,2 - Medium,2,2 - Medium,2,False,0
INC0016708,2016-04-07 17:40:00,2016-04-13 09:59:00,Closed,5 days 16:19:00,8179.0,2,0,5,2 - Medium,2,2 - Medium,2,False,0
INC0016709,2016-04-07 17:48:00,2016-04-12 18:59:00,Closed,5 days 01:11:00,7271.0,1,0,3,2 - Medium,2,2 - Medium,2,False,0
INC0016710,2016-04-07 17:51:00,2016-04-25 11:07:00,Closed,17 days 17:16:00,25516.0,1,0,6,2 - Medium,2,2 - Medium,2,False,0
INC0016711,2016-04-07 17:55:00,2016-04-13 15:59:00,Closed,5 days 22:04:00,8524.0,2,0,7,2 - Medium,2,2 - Medium,2,False,0
INC0016714,2016-04-07 18:05:00,2016-04-13 13:59:00,Closed,5 days 19:54:00,8394.0,0,0,3,2 - Medium,2,2 - Medium,2,False,0
INC0016715,2016-04-07 18:09:00,2016-04-17 10:07:00,Closed,9 days 15:58:00,13918.0,1,0,10,2 - Medium,2,2 - Medium,2,False,0
INC0016716,2016-04-07 18:09:00,2016-04-13 11:59:00,Closed,5 days 17:50:00,8270.0,1,0,3,2 - Medium,2,2 - Medium,2,False,0
INC0016718,2016-04-07 18:15:00,2016-04-18 10:07:00,Closed,10 days 15:52:00,15352.0,0,0,4,2 - Medium,2,2 - Medium,2,False,0
INC0016721,2016-04-07 18:18:00,2016-04-13 10:59:00,Closed,5 days 16:41:00,8201.0,0,0,3,2 - Medium,2,2 - Medium,2,False,0
INC0016722,2016-04-07 18:23:00,2016-04-12 18:59:00,Closed,5 days 00:36:00,7236.0,1,0,3,2 - Medium,2,2 - Medium,2,False,0
INC0016723,2016-04-07 18:31:00,2016-04-13 08:59:00,Closed,5 days 14:28:00,8068.0,0,0,9,2 - Medium,2,2 - Medium,2,False,0
INC0016724,2016-04-07 18:35:00,2016-04-12 18:59:00,Closed,5 days 00:24:00,7224.0,0,0,2,2 - Medium,2,2 - Medium,2,False,0
INC0016726,2016-04-07 18:54:00,2016-04-12 19:59:00,Closed,5 days 01:05:00,7265.0,0,0,2,2 - Medium,2,2 - Medium,2,False,0
INC0016728,2016-04-07 19:54:00,2016-04-12 20:59:00,Closed,5 days 01:05:00,7265.0,0,0,2,2 - Medium,2,2 - Medium,2,False,0
INC0016729,2016-04-07 20:29:00,2016-04-12 20:59:00,Closed,5 days 00:30:00,7230.0,0,0,2,2 - Medium,2,2 - Medium,2,False,0
INC0016730,2016-04-07 20:57:00,2016-04-18 15:07:00,Closed,10 days 18:10:00,15490.0,2,0,17,2 - Medium,2,2 - Medium,2,False,0
INC0016731,2016-04-07 21:57:00,2016-04-12 22:59:00,Closed,5 days 01:02:00,7262.0,1,0,3,2 - Medium,2,2 - Medium,2,False,0
INC0016732,2016-04-07 22:09:00,2016-04-12 22:59:00,Closed,5 days 00:50:00,7250.0,0,0,1,2 - Medium,2,2 - Medium,2,False,0
INC0016734,2016-04-08 02:45:00,2016-04-13 09:59:00,Closed,5 days 07:14:00,7634.0,1,0,5,2 - Medium,2,2 - Medium,2,False,0
INC0016735,2016-04-08 03:29:00,2016-04-20 16:07:00,Closed,12 days 12:38:00,18038.0,2,0,9,2 - Medium,2,2 - Medium,2,False,0
INC0016738,2016-04-08 04:36:00,2016-04-13 04:59:00,Closed,5 days 00:23:00,7223.0,0,0,3,2 - Medium,2,2 - Medium,2,False,0
INC0016740,2016-04-08 05:05:00,2016-04-13 05:59:00,Closed,5 days 00:54:00,7254.0,0,0,2,2 - Medium,2,2 - Medium,2,False,0
INC0016743,2016-04-08 06:20:00,2016-04-13 09:59:00,Closed,5 days 03:39:00,7419.0,0,0,4,2 - Medium,2,2 - Medium,2,False,0
INC0016748,2016-04-08 06:36:00,2016-04-17 10:07:00,Closed,9 days 03:31:00,13171.0,1,0,5,2 - Medium,2,2 - Medium,2,False,0
INC0016749,2016-04-08 06:39:00,2016-04-17 11:07:00,Closed,9 days 04:28:00,13228.0,0,0,5,2 - Medium,2,2 - Medium,2,False,0
INC0016750,2016-04-08 06:40:00,2016-04-13 06:59:00,Closed,5 days 00:19:00,7219.0,0,0,3,2 - Medium,2,2 - Medium,2,False,0
INC0016751,2016-04-08 06:41:00,2016-04-13 06:59:00,Closed,5 days 00:18:00,7218.0,0,0,1,2 - Medium,2,2 - Medium,2,False,0
INC0016752,2016-04-08 06:55:00,2016-04-13 06:59:00,Closed,5 days 00:04:00,7204.0,0,0,3,2 - Medium,2,2 - Medium,2,False,0
INC0016753,2016-04-08 06:56:00,2016-04-13 07:59:00,Closed,5 days 01:03:00,7263.0,0,0,3,2 - Medium,2,2 - Medium,2,False,0
INC0016755,2016-04-08 07:07:00,2016-04-13 07:59:00,Closed,5 days 00:52:00,7252.0,0,0,3,2 - Medium,2,2 - Medium,2,False,0
INC0016756,2016-04-08 07:10:00,2016-04-16 18:07:00,Closed,8 days 10:57:00,12177.0,0,0,8,2 - Medium,2,2 - Medium,2,False,0
INC0016757,2016-04-08 07:20:00,2016-04-13 07:59:00,Closed,5 days 00:39:00,7239.0,0,0,4,2 - Medium,2,2 - Medium,2,False,0
INC0016758,2016-04-08 07:24:00,2016-04-13 08:59:00,Closed,5 days 01:35:00,7295.0,0,0,2,2 - Medium,2,2 - Medium,2,False,0
INC0016759,2016-04-08 07:31:00,2016-04-13 07:59:00,Closed,5 days 00:28:00,7228.0,0,0,3,3 - Low,3,3 - Low,3,False,0
INC0016760,2016-04-08 07:49:00,2016-04-13 08:59:00,Closed,5 days 01:10:00,7270.0,0,0,2,2 - Medium,2,2 - Medium,2,False,0
INC0016761,2016-04-08 07:50:00,2016-04-13 08:59:00,Closed,5 days 01:09:00,7269.0,0,0,2,2 - Medium,2,2 - Medium,2,False,0
INC0016764,2016-04-08 07:57:00,2016-05-03 15:07:00,Closed,25 days 07:10:00,36430.0,0,0,11,2 - Medium,2,2 - Medium,2,False,0
INC0016766,2016-04-08 08:01:00,2016-04-13 08:59:00,Closed,5 days 00:58:00,7258.0,0,0,3,2 - Medium,2,2 - Medium,2,False,0
INC0016767,2016-04-08 08:01:00,2016-04-13 08:59:00,Closed,5 days 00:58:00,7258.0,0,0,1,2 - Medium,2,2 - Medium,2,False,0
INC0016768,2016-04-08 08:01:00,2016-04-13 08:59:00,Closed,5 days 00:58:00,7258.0,0,0,1,2 - Medium,2,2 - Medium,2,False,0
INC0016769,2016-04-08 08:01:00,2016-04-13 12:59:00,Closed,5 days 04:58:00,7498.0,1,0,5,3 - Low,3,3 - Low,3,False,0
INC0016773,2016-04-08 08:06:00,2016-04-13 08:59:00,Closed,5 days 00:53:00,7253.0,0,0,1,2 - Medium,2,2 - Medium,2,False,0
INC0016776,2016-04-08 08:22:00,2016-05-01 14:10:00,Closed,23 days 05:48:00,33468.0,2,0,13,2 - Medium,2,2 - Medium,2,False,0
INC0016777,2016-04-08 08:23:00,2016-04-13 09:59:00,Closed,5 days 01:36:00,7296.0,0,0,2,2 - Medium,2,2 - Medium,2,False,0
INC0016780,2016-04-08 08:27:00,2016-04-13 08:59:00,Closed,5 days 00:32:00,7232.0,0,0,2,2 - Medium,2,2 - Medium,2,False,0
INC0016781,2016-04-08 08:27:00,2016-04-19 09:07:00,Closed,11 days 00:40:00,15880.0,0,0,7,2 - Medium,2,2 - Medium,2,False,0
INC0016784,2016-04-08 08:32:00,2016-04-13 10:59:00,Closed,5 days 02:27:00,7347.0,1,0,4,2 - Medium,2,2 - Medium,2,False,0
INC0016786,2016-04-08 08:34:00,2016-04-13 08:59:00,Closed,5 days 00:25:00,7225.0,0,0,2,2 - Medium,2,2 - Medium,2,False,0
INC0016787,2016-04-08 08:35:00,2016-04-13 08:59:00,Closed,5 days 00:24:00,7224.0,1,0,2,2 - Medium,2,2 - Medium,2,False,0
INC0016788,2016-04-08 08:37:00,2016-04-13 09:59:00,Closed,5 days 01:22:00,7282.0,0,0,2,2 - Medium,2,2 - Medium,2,False,0
INC0016789,2016-04-08 08:37:00,2016-04-13 09:59:00,Closed,5 days 01:22:00,7282.0,0,0,3,2 - Medium,2,2 - Medium,2,False,0
INC0016791,2016-04-08 08:38:00,2016-04-13 08:59:00,Closed,5 days 00:21:00,7221.0,0,0,2,2 - Medium,2,2 - Medium,2,False,0
INC0016792,2016-04-08 08:41:00,2016-04-13 08:59:00,Closed,5 days 00:18:00,7218.0,1,0,3,2 - Medium,2,2 - Medium,2,False,0
INC0016793,2016-04-08 08:41:00,2016-04-13 08:59:00,Closed,5 days 00:18:00,7218.0,0,0,1,2 - Medium,2,2 - Medium,2,False,0
INC0016795,2016-04-08 08:46:00,2016-04-13 09:59:00,Closed,5 days 01:13:00,7273.0,0,0,3,2 - Medium,2,2 - Medium,2,False,0
INC0016797,2016-04-08 08:48:00,2016-04-13 16:59:00,Closed,5 days 08:11:00,7691.0,1,0,3,2 - Medium,2,2 - Medium,2,False,0
INC0016799,2016-04-08 08:51:00,2016-04-13 15:59:00,Closed,5 days 07:08:00,7628.0,1,0,5,2 - Medium,2,2 - Medium,2,False,0
INC0016802,2016-04-08 08:53:00,2016-04-13 09:59:00,Closed,5 days 01:06:00,7266.0,2,0,3,2 - Medium,2,2 - Medium,2,False,0
INC0016803,2016-04-08 08:55:00,2016-04-13 13:59:00,Closed,5 days 05:04:00,7504.0,0,0,2,2 - Medium,2,2 - Medium,2,False,0
INC0016804,2016-04-08 08:55:00,2016-04-13 15:59:00,Closed,5 days 07:04:00,7624.0,0,0,4,2 - Medium,2,2 - Medium,2,False,0
INC0016806,2016-04-08 08:57:00,2016-04-13 09:59:00,Closed,5 days 01:02:00,7262.0,1,0,5,2 - Medium,2,2 - Medium,2,False,0
INC0016809,2016-04-08 08:58:00,2016-04-16 11:07:00,Closed,8 days 02:09:00,11649.0,1,0,4,2 - Medium,2,2 - Medium,2,False,0
INC0016813,2016-04-08 08:59:00,2016-04-13 09:59:00,Closed,5 days 01:00:00,7260.0,0,0,1,2 - Medium,2,2 - Medium,2,False,0
INC0016814,2016-04-08 09:05:00,2016-04-17 09:07:00,Closed,9 days 00:02:00,12962.0,1,0,9,2 - Medium,2,2 - Medium,2,False,0
INC0016815,2016-04-08 09:06:00,2016-04-13 15:59:00,Closed,5 days 06:53:00,7613.0,0,0,4,2 - Medium,2,2 - Medium,2,False,0
INC0016816,2016-04-08 09:06:00,2016-04-13 14:59:00,Closed,5 days 05:53:00,7553.0,0,0,3,2 - Medium,2,2 - Medium,2,False,0
INC0016817,2016-04-08 09:08:00,2016-04-24 14:07:00,Closed,16 days 04:59:00,23339.0,1,0,8,2 - Medium,2,2 - Medium,2,False,0
INC0016819,2016-04-08 09:10:00,2016-04-13 09:59:00,Closed,5 days 00:49:00,7249.0,0,0,3,2 - Medium,2,2 - Medium,2,False,0
INC0016820,2016-04-08 09:11:00,2016-04-13 09:59:00,Closed,5 days 00:48:00,7248.0,0,0,2,2 - Medium,2,2 - Medium,2,False,0
INC0016821,2016-04-08 09:12:00,2016-04-25 11:07:00,Closed,17 days 01:55:00,24595.0,0,0,6,2 - Medium,2,2 - Medium,2,False,0
INC0016822,2016-04-08 09:14:00,2016-04-16 14:07:00,Closed,8 days 04:53:00,11813.0,0,0,8,2 - Medium,2,2 - Medium,2,False,0
INC0016823,2016-04-08 09:14:00,2016-04-13 09:59:00,Closed,5 days 00:45:00,7245.0,0,0,3,2 - Medium,2,2 - Medium,2,False,0
INC0016825,2016-04-08 09:16:00,2016-04-13 09:59:00,Closed,5 days 00:43:00,7243.0,0,0,3,2 - Medium,2,2 - Medium,2,False,0
INC0016827,2016-04-08 09:17:00,2016-04-13 13:59:00,Closed,5 days 04:42:00,7482.0,1,0,5,2 - Medium,2,2 - Medium,2,False,0
INC0016828,2016-04-08 09:18:00,2016-04-16 07:07:00,Closed,7 days 21:49:00,11389.0,0,0,2,2 - Medium,2,2 - Medium,2,False,0
INC0016829,2016-04-08 09:18:00,2016-04-13 09:59:00,Closed,5 days 00:41:00,7241.0,0,0,2,2 - Medium,2,2 - Medium,2,False,0
INC0016831,2016-04-08 09:21:00,2016-04-16 12:07:00,Closed,8 days 02:46:00,11686.0,0,0,5,2 - Medium,2,2 - Medium,2,False,0
INC0016832,2016-04-08 09:21:00,2016-04-13 09:59:00,Closed,5 days 00:38:00,7238.0,0,0,2,2 - Medium,2,2 - Medium,2,False,0
INC0016833,2016-04-08 09:26:00,2016-04-13 09:59:00,Closed,5 days 00:33:00,7233.0,0,0,1,2 - Medium,2,2 - Medium,2,False,0
INC0016834,2016-04-08 09:26:00,2016-04-13 10:59:00,Closed,5 days 01:33:00,7293.0,2,0,8,2 - Medium,2,2 - Medium,2,False,0
INC0016838,2016-04-08 09:28:00,2016-04-13 09:59:00,Closed,5 days 00:31:00,7231.0,0,0,3,2 - Medium,2,2 - Medium,2,False,0
INC0016839,2016-04-08 09:29:00,2016-04-13 09:59:00,Closed,5 days 00:30:00,7230.0,0,0,2,2 - Medium,2,2 - Medium,2,False,0
INC0016842,2016-04-08 09:31:00,2016-04-13 09:59:00,Closed,5 days 00:28:00,7228.0,0,0,3,2 - Medium,2,2 - Medium,2,False,0
INC0016843,2016-04-08 09:31:00,2016-04-13 16:59:00,Closed,5 days 07:28:00,7648.0,2,0,4,2 - Medium,2,2 - Medium,2,False,0
INC0016845,2016-04-08 09:33:00,2016-04-13 10:59:00,Closed,5 days 01:26:00,7286.0,0,0,2,2 - Medium,2,2 - Medium,2,False,0
INC0016846,2016-04-08 09:34:00,2016-04-30 10:07:00,Closed,22 days 00:33:00,31713.0,0,0,8,2 - Medium,2,2 - Medium,2,False,0
INC0016848,2016-04-08 09:34:00,2016-04-13 15:59:00,Closed,5 days 06:25:00,7585.0,0,0,4,2 - Medium,2,2 - Medium,2,False,0
INC0016849,2016-04-08 09:35:00,2016-04-13 09:59:00,Closed,5 days 00:24:00,7224.0,0,0,2,2 - Medium,2,2 - Medium,2,False,0
INC0016850,2016-04-08 09:35:00,2016-04-13 09:59:00,Closed,5 days 00:24:00,7224.0,0,0,2,2 - Medium,2,2 - Medium,2,False,0
INC0016851,2016-04-08 09:37:00,2016-04-19 11:07:00,Closed,11 days 01:30:00,15930.0,1,0,9,2 - Medium,2,2 - Medium,2,False,0
INC0016852,2016-04-08 09:37:00,2016-04-13 09:59:00,Closed,5 days 00:22:00,7222.0,0,0,3,2 - Medium,2,2 - Medium,2,False,0
INC0016853,2016-04-08 09:38:00,2016-04-17 13:07:00,Closed,9 days 03:29:00,13169.0,0,0,6,2 - Medium,2,2 - Medium,2,False,0
INC0016854,2016-04-08 09:39:00,2016-04-13 09:59:00,Closed,5 days 00:20:00,7220.0,0,0,1,2 - Medium,2,2 - Medium,2,False,0
INC0016856,2016-04-08 09:40:00,2016-04-13 09:59:00,Closed,5 days 00:19:00,7219.0,0,0,1,2 - Medium,2,2 - Medium,2,False,0
INC0016857,2016-04-08 09:43:00,2016-04-13 15:59:00,Closed,5 days 06:16:00,7576.0,2,0,4,2 - Medium,2,2 - Medium,2,False,0
INC0016858,2016-04-08 09:44:00,2016-04-13 09:59:00,Closed,5 days 00:15:00,7215.0,0,0,3,2 - Medium,2,2 - Medium,2,False,0
INC0016861,2016-04-08 09:50:00,2016-04-13 10:59:00,Closed,5 days 01:09:00,7269.0,0,0,2,2 - Medium,2,2 - Medium,2,False,0
INC0016864,2016-04-08 09:50:00,2016-04-13 15:59:00,Closed,5 days 06:09:00,7569.0,0,0,3,2 - Medium,2,2 - Medium,2,False,0
INC0016865,2016-04-08 09:50:00,2016-04-19 09:07:00,Closed,10 days 23:17:00,15797.0,2,0,11,2 - Medium,2,2 - Medium,2,False,0
INC0016866,2016-04-08 09:52:00,2016-04-13 10:59:00,Closed,5 days 01:07:00,7267.0,0,0,2,2 - Medium,2,2 - Medium,2,False,0
INC0016868,2016-04-08 09:53:00,2016-04-16 17:07:00,Closed,8 days 07:14:00,11954.0,2,0,8,2 - Medium,2,2 - Medium,2,False,0
INC0016872,2016-04-08 09:57:00,2016-04-13 10:59:00,Closed,5 days 01:02:00,7262.0,0,0,4,2 - Medium,2,2 - Medium,2,False,0
INC0016873,2016-04-08 09:58:00,2016-04-16 17:07:00,Closed,8 days 07:09:00,11949.0,2,0,7,2 - Medium,2,2 - Medium,2,False,0
